sexo,grupo_edad,fecha,num_casos,num_hosp,num_uci,num_def
H,0-9,2020-02-24,0,0,0,0
H,0-9,2020-02-25,0,0,0,0
H,0-9,2020-02-26,0,0,0,0
H,0-9,2020-02-27,0,0,0,0
H,0-9,2020-02-28,0,1,0,0
H,0-9,2020-02-29,0,0,0,0
H,0-9,2020-03-01,0,0,0,0
H,0-9,2020-03-02,0,0,0,0
H,0-9,2020-03-03,0,0,0,0
H,0-9,2020-03-04,1,1,0,0
H,0-9,2020-03-05,1,0,0,0
H,0-9,2020-03-06,1,0,0,0
H,0-9,2020-03-07,2,1,0,0
H,0-9,2020-03-08,2,5,0,0
H,0-9,2020-03-09,4,2,2,0
H,0-9,2020-03-10,4,6,2,0
H,0-9,2020-03-11,7,3,3,0
H,0-9,2020-03-12,5,2,0,0
H,0-9,2020-03-13,3,1,0,0
H,0-9,2020-03-14,8,1,0,0
H,0-9,2020-03-15,11,5,0,0
H,0-9,2020-03-16,9,4,0,0
H,0-9,2020-03-17,10,4,2,0
H,0-9,2020-03-18,7,7,2,1
H,0-9,2020-03-19,8,6,0,0
H,0-9,2020-03-20,9,4,1,0
H,0-9,2020-03-21,9,4,1,0
H,0-9,2020-03-22,8,4,0,0
H,0-9,2020-03-23,15,9,1,0
H,0-9,2020-03-24,16,6,0,0
H,0-9,2020-03-25,16,5,0,0
H,0-9,2020-03-26,12,1,1,0
H,0-9,2020-03-27,8,7,1,0
H,0-9,2020-03-28,6,6,3,0
H,0-9,2020-03-29,5,2,0,0
H,0-9,2020-03-30,6,5,0,0
H,0-9,2020-03-31,10,1,0,0
H,0-9,2020-04-01,5,3,2,0
H,0-9,2020-04-02,10,5,0,0
H,0-9,2020-04-03,9,2,0,0
H,0-9,2020-04-04,5,1,0,0
H,0-9,2020-04-05,6,4,1,0
H,0-9,2020-04-06,8,9,1,0
H,0-9,2020-04-07,3,1,0,0
H,0-9,2020-04-08,13,4,0,0
H,0-9,2020-04-09,3,1,0,0
H,0-9,2020-04-10,8,0,0,0
H,0-9,2020-04-11,1,1,0,0
H,0-9,2020-04-12,2,1,0,0
H,0-9,2020-04-13,6,4,0,0
H,0-9,2020-04-14,13,6,0,0
H,0-9,2020-04-15,8,2,0,0
H,0-9,2020-04-16,5,1,0,0
H,0-9,2020-04-17,6,5,2,0
H,0-9,2020-04-18,2,0,0,0
H,0-9,2020-04-19,1,1,1,0
H,0-9,2020-04-20,8,0,0,0
H,0-9,2020-04-21,4,2,0,0
H,0-9,2020-04-22,1,0,0,0
H,0-9,2020-04-23,3,0,0,0
H,0-9,2020-04-24,4,0,0,0
H,0-9,2020-04-25,1,1,0,0
H,0-9,2020-04-26,1,0,0,0
H,0-9,2020-04-27,4,4,1,0
H,0-9,2020-04-28,5,1,0,0
H,0-9,2020-04-29,5,1,0,0
H,0-9,2020-04-30,9,2,1,0
H,0-9,2020-05-01,4,3,0,0
H,0-9,2020-05-02,4,0,1,0
H,0-9,2020-05-03,1,1,0,0
H,0-9,2020-05-04,7,1,0,0
H,0-9,2020-05-05,3,0,1,0
H,0-9,2020-05-06,4,1,0,0
H,0-9,2020-05-07,4,0,0,0
H,0-9,2020-05-08,4,0,0,0
H,0-9,2020-05-09,0,0,0,0
H,0-9,2020-05-10,1,0,0,0
H,0-9,2020-05-11,4,1,0,0
H,0-9,2020-05-12,4,0,0,0
H,0-9,2020-05-13,11,1,0,0
H,0-9,2020-05-14,6,1,0,0
H,0-9,2020-05-15,13,0,0,0
H,0-9,2020-05-16,2,0,0,0
H,0-9,2020-05-17,3,0,0,0
H,0-9,2020-05-18,14,0,0,0
H,0-9,2020-05-19,10,0,0,0
H,0-9,2020-05-20,9,0,0,0
H,0-9,2020-05-21,6,0,0,0
H,0-9,2020-05-22,9,1,0,0
H,0-9,2020-05-23,6,1,0,0
H,0-9,2020-05-24,1,0,0,0
H,0-9,2020-05-25,5,1,0,1
H,0-9,2020-05-26,7,0,0,0
H,0-9,2020-05-27,10,0,0,0
H,0-9,2020-05-28,12,1,0,0
H,0-9,2020-05-29,15,0,0,0
H,0-9,2020-05-30,4,0,0,0
H,0-9,2020-05-31,2,0,0,0
H,0-9,2020-06-01,3,0,0,0
H,0-9,2020-06-02,8,2,0,0
H,0-9,2020-06-03,6,0,0,0
H,0-9,2020-06-04,4,0,0,0
H,0-9,2020-06-05,4,1,0,0
H,0-9,2020-06-06,9,2,0,0
H,0-9,2020-06-07,3,0,0,0
H,0-9,2020-06-08,4,2,0,0
H,0-9,2020-06-09,6,0,0,0
H,0-9,2020-06-10,3,0,0,0
H,0-9,2020-06-11,3,0,0,0
H,0-9,2020-06-12,5,0,0,0
H,0-9,2020-06-13,1,0,0,0
H,0-9,2020-06-14,1,0,0,1
H,0-9,2020-06-15,3,0,0,0
H,0-9,2020-06-16,5,0,0,0
H,0-9,2020-06-17,7,1,0,0
H,0-9,2020-06-18,6,0,0,0
H,0-9,2020-06-19,6,1,0,0
H,0-9,2020-06-20,6,2,0,0
H,0-9,2020-06-21,7,0,0,0
H,0-9,2020-06-22,4,0,0,0
H,0-9,2020-06-23,11,0,0,0
H,0-9,2020-06-24,12,0,0,0
H,0-9,2020-06-25,9,0,0,0
H,0-9,2020-06-26,9,1,0,0
H,0-9,2020-06-27,8,0,0,0
H,0-9,2020-06-28,5,0,0,0
H,0-9,2020-06-29,7,1,0,0
H,0-9,2020-06-30,7,0,0,0
H,0-9,2020-07-01,13,0,0,0
H,0-9,2020-07-02,4,0,0,0
H,0-9,2020-07-03,12,0,0,0
H,0-9,2020-07-04,5,1,0,0
H,0-9,2020-07-05,3,0,0,0
H,0-9,2020-07-06,7,0,0,0
H,0-9,2020-07-07,24,0,0,0
H,0-9,2020-07-08,23,0,0,0
H,0-9,2020-07-09,23,1,0,0
H,0-9,2020-07-10,46,0,0,0
H,0-9,2020-07-11,17,0,0,0
H,0-9,2020-07-12,15,2,0,0
H,0-9,2020-07-13,31,0,0,0
H,0-9,2020-07-14,26,1,0,0
H,0-9,2020-07-15,43,1,0,0
H,0-9,2020-07-16,46,1,0,0
H,0-9,2020-07-17,63,1,0,0
H,0-9,2020-07-18,37,2,0,0
H,0-9,2020-07-19,40,1,0,0
H,0-9,2020-07-20,53,1,0,0
H,0-9,2020-07-21,70,3,0,0
H,0-9,2020-07-22,73,2,0,0
H,0-9,2020-07-23,82,2,0,0
H,0-9,2020-07-24,127,3,0,0
H,0-9,2020-07-25,71,0,0,0
H,0-9,2020-07-26,52,0,0,0
H,0-9,2020-07-27,75,2,0,0
H,0-9,2020-07-28,119,0,0,0
H,0-9,2020-07-29,118,1,0,0
H,0-9,2020-07-30,147,2,0,0
H,0-9,2020-07-31,160,1,0,0
H,0-9,2020-08-01,116,4,0,0
H,0-9,2020-08-02,52,0,0,0
H,0-9,2020-08-03,99,2,0,0
H,0-9,2020-08-04,168,1,0,0
H,0-9,2020-08-05,138,2,0,0
H,0-9,2020-08-06,164,0,0,0
H,0-9,2020-08-07,224,2,0,0
H,0-9,2020-08-08,150,1,0,0
H,0-9,2020-08-09,115,4,0,0
H,0-9,2020-08-10,155,5,0,0
H,0-9,2020-08-11,235,4,0,0
H,0-9,2020-08-12,261,4,0,0
H,0-9,2020-08-13,267,8,0,0
H,0-9,2020-08-14,316,6,0,0
H,0-9,2020-08-15,169,3,0,0
H,0-9,2020-08-16,123,6,0,0
H,0-9,2020-08-17,175,6,0,0
H,0-9,2020-08-18,312,8,0,0
H,0-9,2020-08-19,326,5,0,0
H,0-9,2020-08-20,354,8,0,0
H,0-9,2020-08-21,436,2,0,0
H,0-9,2020-08-22,219,8,0,0
H,0-9,2020-08-23,137,4,0,0
H,0-9,2020-08-24,188,6,0,0
H,0-9,2020-08-25,406,11,0,0
H,0-9,2020-08-26,389,6,1,0
H,0-9,2020-08-27,406,4,0,0
H,0-9,2020-08-28,511,4,0,0
H,0-9,2020-08-29,237,5,0,0
H,0-9,2020-08-30,191,1,0,0
H,0-9,2020-08-31,237,3,0,0
H,0-9,2020-09-01,395,2,0,0
H,0-9,2020-09-02,380,5,0,0
H,0-9,2020-09-03,422,4,0,0
H,0-9,2020-09-04,595,3,0,0
H,0-9,2020-09-05,294,3,0,0
H,0-9,2020-09-06,206,4,0,0
H,0-9,2020-09-07,248,3,0,0
H,0-9,2020-09-08,479,4,0,0
H,0-9,2020-09-09,532,3,0,0
H,0-9,2020-09-10,580,1,0,0
H,0-9,2020-09-11,676,8,0,0
H,0-9,2020-09-12,365,4,0,0
H,0-9,2020-09-13,234,3,0,0
H,0-9,2020-09-14,348,5,0,0
H,0-9,2020-09-15,725,5,0,0
H,0-9,2020-09-16,683,2,0,0
H,0-9,2020-09-17,686,5,0,0
H,0-9,2020-09-18,954,5,0,0
H,0-9,2020-09-19,429,2,0,0
H,0-9,2020-09-20,268,5,0,0
H,0-9,2020-09-21,367,8,2,0
H,0-9,2020-09-22,637,7,0,0
H,0-9,2020-09-23,639,2,0,0
H,0-9,2020-09-24,686,5,0,0
H,0-9,2020-09-25,683,7,1,0
H,0-9,2020-09-26,304,6,1,0
H,0-9,2020-09-27,197,4,0,0
H,0-9,2020-09-28,337,2,0,0
H,0-9,2020-09-29,510,8,1,0
H,0-9,2020-09-30,459,3,0,0
H,0-9,2020-10-01,465,4,0,0
H,0-9,2020-10-02,514,6,0,0
H,0-9,2020-10-03,234,4,0,0
H,0-9,2020-10-04,185,0,0,0
H,0-9,2020-10-05,319,3,2,0
H,0-9,2020-10-06,448,2,0,0
H,0-9,2020-10-07,398,1,0,0
H,0-9,2020-10-08,413,2,0,0
H,0-9,2020-10-09,499,4,0,0
H,0-9,2020-10-10,252,2,0,0
H,0-9,2020-10-11,190,8,0,0
H,0-9,2020-10-12,160,3,0,0
H,0-9,2020-10-13,355,6,0,0
H,0-9,2020-10-14,517,3,2,0
H,0-9,2020-10-15,545,4,0,0
H,0-9,2020-10-16,558,3,1,0
H,0-9,2020-10-17,342,1,0,0
H,0-9,2020-10-18,229,6,0,0
H,0-9,2020-10-19,472,3,0,0
H,0-9,2020-10-20,658,4,0,0
H,0-9,2020-10-21,667,2,0,0
H,0-9,2020-10-22,696,2,0,0
H,0-9,2020-10-23,742,8,0,0
H,0-9,2020-10-24,453,6,0,0
H,0-9,2020-10-25,343,7,0,0
H,0-9,2020-10-26,561,4,1,0
H,0-9,2020-10-27,747,4,0,0
H,0-9,2020-10-28,750,7,1,0
H,0-9,2020-10-29,777,3,0,0
H,0-9,2020-10-30,780,5,0,0
H,0-9,2020-10-31,491,4,0,0
H,0-9,2020-11-01,349,4,0,0
H,0-9,2020-11-02,420,7,0,0
H,0-9,2020-11-03,632,3,0,0
H,0-9,2020-11-04,765,6,1,0
H,0-9,2020-11-05,783,3,0,0
H,0-9,2020-11-06,765,2,0,0
H,0-9,2020-11-07,473,8,1,0
H,0-9,2020-11-08,306,5,0,0
H,0-9,2020-11-09,550,4,0,0
H,0-9,2020-11-10,627,10,0,0
H,0-9,2020-11-11,679,2,0,0
H,0-9,2020-11-12,614,3,0,0
H,0-9,2020-11-13,611,3,1,0
H,0-9,2020-11-14,367,4,0,0
H,0-9,2020-11-15,184,3,0,0
H,0-9,2020-11-16,414,2,1,0
H,0-9,2020-11-17,534,0,0,0
H,0-9,2020-11-18,496,3,0,0
H,0-9,2020-11-19,488,2,0,0
H,0-9,2020-11-20,456,6,0,0
H,0-9,2020-11-21,263,2,1,0
H,0-9,2020-11-22,171,3,0,0
H,0-9,2020-11-23,318,1,0,0
H,0-9,2020-11-24,391,4,0,0
H,0-9,2020-11-25,360,1,0,0
H,0-9,2020-11-26,333,3,0,0
H,0-9,2020-11-27,382,0,0,0
H,0-9,2020-11-28,195,2,1,0
H,0-9,2020-11-29,94,2,0,0
H,0-9,2020-11-30,260,2,0,0
H,0-9,2020-12-01,343,5,1,0
H,0-9,2020-12-02,346,1,0,0
H,0-9,2020-12-03,341,2,0,0
H,0-9,2020-12-04,313,1,0,0
H,0-9,2020-12-05,200,4,0,0
H,0-9,2020-12-06,130,2,0,0
H,0-9,2020-12-07,149,1,0,0
H,0-9,2020-12-08,143,3,0,0
H,0-9,2020-12-09,260,3,0,0
H,0-9,2020-12-10,347,1,0,0
H,0-9,2020-12-11,414,3,1,0
H,0-9,2020-12-12,209,1,0,0
H,0-9,2020-12-13,116,0,0,0
H,0-9,2020-12-14,287,4,0,0
H,0-9,2020-12-15,426,3,1,0
H,0-9,2020-12-16,406,2,1,0
H,0-9,2020-12-17,406,4,0,0
H,0-9,2020-12-18,422,2,0,0
H,0-9,2020-12-19,231,2,0,0
H,0-9,2020-12-20,136,1,0,0
H,0-9,2020-12-21,341,4,1,0
H,0-9,2020-12-22,432,1,0,0
H,0-9,2020-12-23,465,3,1,0
H,0-9,2020-12-24,346,0,0,0
H,0-9,2020-12-25,153,4,0,0
H,0-9,2020-12-26,169,1,0,1
H,0-9,2020-12-27,176,1,0,0
H,0-9,2020-12-28,387,3,0,0
H,0-9,2020-12-29,560,3,0,0
H,0-9,2020-12-30,668,4,0,0
H,0-9,2020-12-31,512,0,0,0
H,0-9,2021-01-01,229,2,0,0
H,0-9,2021-01-02,242,0,0,0
H,0-9,2021-01-03,249,6,0,0
H,0-9,2021-01-04,506,4,0,0
H,0-9,2021-01-05,895,2,1,0
H,0-9,2021-01-06,411,4,0,0
H,0-9,2021-01-07,661,3,0,1
H,0-9,2021-01-08,1002,7,0,0
H,0-9,2021-01-09,636,1,0,0
H,0-9,2021-01-10,397,6,0,0
H,0-9,2021-01-11,891,2,2,0
H,0-9,2021-01-12,1097,5,0,0
H,0-9,2021-01-13,1216,6,0,0
H,0-9,2021-01-14,1339,4,0,0
H,0-9,2021-01-15,1504,10,1,0
H,0-9,2021-01-16,894,2,1,1
H,0-9,2021-01-17,659,6,1,0
H,0-9,2021-01-18,1147,5,0,0
H,0-9,2021-01-19,1616,5,0,0
H,0-9,2021-01-20,1580,6,0,0
H,0-9,2021-01-21,1686,7,0,0
H,0-9,2021-01-22,1839,1,0,0
H,0-9,2021-01-23,1015,1,0,0
H,0-9,2021-01-24,688,3,0,0
H,0-9,2021-01-25,1204,6,0,0
H,0-9,2021-01-26,1610,7,0,0
H,0-9,2021-01-27,1635,4,0,1
H,0-9,2021-01-28,1527,3,0,0
H,0-9,2021-01-29,1596,5,0,0
H,0-9,2021-01-30,903,1,0,0
H,0-9,2021-01-31,518,2,0,0
H,0-9,2021-02-01,994,6,0,0
H,0-9,2021-02-02,1366,5,0,0
H,0-9,2021-02-03,1169,4,0,0
H,0-9,2021-02-04,1040,3,1,0
H,0-9,2021-02-05,1089,1,0,0
H,0-9,2021-02-06,539,4,0,0
H,0-9,2021-02-07,277,2,0,0
H,0-9,2021-02-08,661,3,1,0
H,0-9,2021-02-09,826,5,1,0
H,0-9,2021-02-10,720,5,1,0
H,0-9,2021-02-11,604,1,1,0
H,0-9,2021-02-12,629,3,0,0
H,0-9,2021-02-13,327,2,0,0
H,0-9,2021-02-14,177,1,0,0
H,0-9,2021-02-15,385,4,0,0
H,0-9,2021-02-16,504,3,0,0
H,0-9,2021-02-17,427,2,0,0
H,0-9,2021-02-18,394,3,0,0
H,0-9,2021-02-19,470,2,0,0
H,0-9,2021-02-20,194,1,0,0
H,0-9,2021-02-21,128,2,0,0
H,0-9,2021-02-22,321,3,0,0
H,0-9,2021-02-23,340,1,0,0
H,0-9,2021-02-24,304,2,1,0
H,0-9,2021-02-25,299,1,0,0
H,0-9,2021-02-26,296,2,0,0
H,0-9,2021-02-27,131,3,0,0
H,0-9,2021-02-28,97,4,0,0
H,0-9,2021-03-01,225,1,1,0
H,0-9,2021-03-02,267,1,1,0
H,0-9,2021-03-03,273,1,0,0
H,0-9,2021-03-04,276,1,0,0
H,0-9,2021-03-05,272,0,0,0
H,0-9,2021-03-06,127,0,0,0
H,0-9,2021-03-07,91,1,0,0
H,0-9,2021-03-08,209,2,0,0
H,0-9,2021-03-09,278,2,0,0
H,0-9,2021-03-10,274,0,0,0
H,0-9,2021-03-11,284,1,0,0
H,0-9,2021-03-12,291,2,0,0
H,0-9,2021-03-13,120,4,0,0
H,0-9,2021-03-14,91,1,0,0
H,0-9,2021-03-15,242,3,0,0
H,0-9,2021-03-16,276,3,0,0
H,0-9,2021-03-17,255,1,0,0
H,0-9,2021-03-18,282,0,0,0
H,0-9,2021-03-19,211,2,0,0
H,0-9,2021-03-20,125,2,0,0
H,0-9,2021-03-21,91,3,0,0
H,0-9,2021-03-22,236,0,0,0
H,0-9,2021-03-23,290,3,0,0
H,0-9,2021-03-24,292,0,0,0
H,0-9,2021-03-25,310,2,2,0
H,0-9,2021-03-26,327,0,0,0
H,0-9,2021-03-27,145,2,0,0
H,0-9,2021-03-28,88,1,0,0
H,0-9,2021-03-29,239,0,0,0
H,0-9,2021-03-30,325,0,0,0
H,0-9,2021-03-31,322,3,1,0
H,0-9,2021-04-01,198,0,0,0
H,0-9,2021-04-02,144,1,0,0
H,0-9,2021-04-03,149,3,1,0
H,0-9,2021-04-04,135,1,0,0
H,0-9,2021-04-05,234,0,0,0
H,0-9,2021-04-06,429,3,2,0
H,0-9,2021-04-07,404,1,0,0
H,0-9,2021-04-08,396,3,0,0
H,0-9,2021-04-09,365,2,0,0
H,0-9,2021-04-10,217,4,0,0
H,0-9,2021-04-11,134,1,0,0
H,0-9,2021-04-12,294,5,0,0
H,0-9,2021-04-13,400,2,0,0
H,0-9,2021-04-14,419,1,0,0
H,0-9,2021-04-15,411,4,0,0
H,0-9,2021-04-16,499,0,0,0
H,0-9,2021-04-17,252,1,0,0
H,0-9,2021-04-18,153,3,0,0
H,0-9,2021-04-19,357,1,0,0
H,0-9,2021-04-20,480,2,0,0
H,0-9,2021-04-21,409,1,0,0
H,0-9,2021-04-22,437,4,0,0
H,0-9,2021-04-23,457,0,0,0
H,0-9,2021-04-24,245,0,0,0
H,0-9,2021-04-25,186,3,0,0
H,0-9,2021-04-26,387,3,0,0
H,0-9,2021-04-27,423,0,0,0
H,0-9,2021-04-28,440,1,1,0
H,0-9,2021-04-29,423,4,0,0
H,0-9,2021-04-30,460,1,0,0
H,0-9,2021-05-01,191,1,0,0
H,0-9,2021-05-02,123,5,1,0
H,0-9,2021-05-03,270,5,0,0
H,0-9,2021-05-04,335,0,0,0
H,0-9,2021-05-05,390,1,0,0
H,0-9,2021-05-06,337,6,0,0
H,0-9,2021-05-07,370,3,0,0
H,0-9,2021-05-08,157,3,0,0
H,0-9,2021-05-09,102,3,1,1
H,0-9,2021-05-10,243,0,0,0
H,0-9,2021-05-11,271,3,0,0
H,0-9,2021-05-12,248,4,0,0
H,0-9,2021-05-13,257,0,0,1
H,0-9,2021-05-14,304,0,0,0
H,0-9,2021-05-15,134,2,0,0
H,0-9,2021-05-16,96,1,0,0
H,0-9,2021-05-17,199,2,0,0
H,0-9,2021-05-18,266,4,0,0
H,0-9,2021-05-19,241,1,0,0
H,0-9,2021-05-20,241,1,0,0
H,0-9,2021-05-21,268,2,0,0
H,0-9,2021-05-22,113,2,0,0
H,0-9,2021-05-23,78,1,1,0
H,0-9,2021-05-24,187,0,0,0
H,0-9,2021-05-25,237,2,0,0
H,0-9,2021-05-26,215,3,0,0
H,0-9,2021-05-27,212,2,2,0
H,0-9,2021-05-28,250,1,0,0
H,0-9,2021-05-29,126,1,1,0
H,0-9,2021-05-30,80,4,0,0
H,0-9,2021-05-31,180,6,1,0
H,0-9,2021-06-01,227,0,0,0
H,0-9,2021-06-02,227,2,0,0
H,0-9,2021-06-03,183,0,0,0
H,0-9,2021-06-04,198,2,0,0
H,0-9,2021-06-05,106,1,0,0
H,0-9,2021-06-06,54,0,0,0
H,0-9,2021-06-07,144,2,0,0
H,0-9,2021-06-08,193,2,0,0
H,0-9,2021-06-09,161,0,0,0
H,0-9,2021-06-10,152,0,0,0
H,0-9,2021-06-11,189,3,0,0
H,0-9,2021-06-12,85,0,0,0
H,0-9,2021-06-13,58,2,0,0
H,0-9,2021-06-14,128,4,0,0
H,0-9,2021-06-15,194,2,0,0
H,0-9,2021-06-16,136,1,0,0
H,0-9,2021-06-17,167,2,0,0
H,0-9,2021-06-18,131,2,0,0
H,0-9,2021-06-19,91,1,0,0
H,0-9,2021-06-20,59,0,0,0
H,0-9,2021-06-21,144,0,0,0
H,0-9,2021-06-22,148,1,0,0
H,0-9,2021-06-23,175,1,0,0
H,0-9,2021-06-24,115,1,0,0
H,0-9,2021-06-25,182,1,0,0
H,0-9,2021-06-26,100,4,0,0
H,0-9,2021-06-27,54,3,0,0
H,0-9,2021-06-28,161,1,0,0
H,0-9,2021-06-29,187,3,0,0
H,0-9,2021-06-30,198,1,0,0
H,0-9,2021-07-01,238,4,0,0
H,0-9,2021-07-02,288,1,0,0
H,0-9,2021-07-03,209,0,0,0
H,0-9,2021-07-04,126,1,0,0
H,0-9,2021-07-05,322,2,0,0
H,0-9,2021-07-06,438,1,0,0
H,0-9,2021-07-07,503,4,0,0
H,0-9,2021-07-08,496,2,0,0
H,0-9,2021-07-09,626,5,1,0
H,0-9,2021-07-10,390,6,0,0
H,0-9,2021-07-11,287,2,0,0
H,0-9,2021-07-12,641,2,0,0
H,0-9,2021-07-13,771,5,1,0
H,0-9,2021-07-14,760,7,0,0
H,0-9,2021-07-15,824,3,0,0
H,0-9,2021-07-16,981,4,0,0
H,0-9,2021-07-17,573,7,0,0
H,0-9,2021-07-18,437,3,0,0
H,0-9,2021-07-19,855,10,0,0
H,0-9,2021-07-20,1092,7,1,0
H,0-9,2021-07-21,1178,6,1,2
H,0-9,2021-07-22,1067,11,0,0
H,0-9,2021-07-23,1162,7,0,0
H,0-9,2021-07-24,693,7,2,0
H,0-9,2021-07-25,463,10,0,0
H,0-9,2021-07-26,1000,6,1,0
H,0-9,2021-07-27,1143,8,0,0
H,0-9,2021-07-28,1147,9,0,0
H,0-9,2021-07-29,1092,7,0,0
H,0-9,2021-07-30,1073,11,0,0
H,0-9,2021-07-31,646,7,0,0
H,0-9,2021-08-01,377,1,0,0
H,0-9,2021-08-02,822,10,2,0
H,0-9,2021-08-03,890,1,0,0
H,0-9,2021-08-04,961,13,0,0
H,0-9,2021-08-05,937,18,0,0
H,0-9,2021-08-06,917,4,1,0
H,0-9,2021-08-07,508,4,1,0
H,0-9,2021-08-08,361,4,0,0
H,0-9,2021-08-09,656,6,0,0
H,0-9,2021-08-10,827,5,0,0
H,0-9,2021-08-11,713,11,0,0
H,0-9,2021-08-12,714,8,0,0
H,0-9,2021-08-13,726,6,1,0
H,0-9,2021-08-14,383,9,0,0
H,0-9,2021-08-15,302,6,1,0
H,0-9,2021-08-16,456,3,0,0
H,0-9,2021-08-17,591,8,0,0
H,0-9,2021-08-18,664,3,0,0
H,0-9,2021-08-19,589,5,0,0
H,0-9,2021-08-20,670,8,0,0
H,0-9,2021-08-21,338,6,0,0
H,0-9,2021-08-22,203,3,0,0
H,0-9,2021-08-23,518,6,0,0
H,0-9,2021-08-24,492,6,1,0
H,0-9,2021-08-25,467,3,0,0
H,0-9,2021-08-26,462,2,0,0
H,0-9,2021-08-27,468,6,0,0
H,0-9,2021-08-28,213,2,1,0
H,0-9,2021-08-29,134,3,1,0
H,0-9,2021-08-30,319,3,0,0
H,0-9,2021-08-31,386,3,0,1
H,0-9,2021-09-01,318,4,0,0
H,0-9,2021-09-02,290,3,0,0
H,0-9,2021-09-03,292,4,0,0
H,0-9,2021-09-04,159,0,0,0
H,0-9,2021-09-05,99,3,0,0
H,0-9,2021-09-06,230,3,0,0
H,0-9,2021-09-07,294,3,0,0
H,0-9,2021-09-08,244,4,0,0
H,0-9,2021-09-09,221,1,0,0
H,0-9,2021-09-10,295,1,0,0
H,0-9,2021-09-11,123,1,0,0
H,0-9,2021-09-12,79,2,0,0
H,0-9,2021-09-13,238,0,0,0
H,0-9,2021-09-14,249,1,0,0
H,0-9,2021-09-15,226,1,0,0
H,0-9,2021-09-16,221,3,0,0
H,0-9,2021-09-17,247,1,0,0
H,0-9,2021-09-18,115,1,0,0
H,0-9,2021-09-19,74,4,0,0
H,0-9,2021-09-20,211,3,0,0
H,0-9,2021-09-21,206,2,0,0
H,0-9,2021-09-22,210,0,0,0
H,0-9,2021-09-23,193,5,0,0
H,0-9,2021-09-24,226,3,0,0
H,0-9,2021-09-25,93,1,0,0
H,0-9,2021-09-26,54,0,0,0
H,0-9,2021-09-27,207,1,0,0
H,0-9,2021-09-28,180,1,0,0
H,0-9,2021-09-29,137,2,0,0
H,0-9,2021-09-30,136,1,0,0
H,0-9,2021-10-01,147,1,0,0
H,0-9,2021-10-02,72,0,0,0
H,0-9,2021-10-03,47,2,0,0
H,0-9,2021-10-04,120,1,0,0
H,0-9,2021-10-05,126,0,0,0
H,0-9,2021-10-06,99,1,0,0
H,0-9,2021-10-07,110,1,0,0
H,0-9,2021-10-08,125,2,0,0
H,0-9,2021-10-09,53,1,0,0
H,0-9,2021-10-10,28,2,0,0
H,0-9,2021-10-11,107,1,0,0
H,0-9,2021-10-12,47,0,0,0
H,0-9,2021-10-13,96,1,0,0
H,0-9,2021-10-14,92,0,0,0
H,0-9,2021-10-15,123,0,0,0
H,0-9,2021-10-16,56,2,0,0
H,0-9,2021-10-17,42,0,0,0
H,0-9,2021-10-18,109,0,0,0
H,0-9,2021-10-19,118,1,0,0
H,0-9,2021-10-20,112,1,0,0
H,0-9,2021-10-21,105,1,0,0
H,0-9,2021-10-22,111,0,0,0
